영화코드,영화제목,장르,상영시간,등급,개봉일,리뷰1,리뷰2,리뷰3,리뷰4,리뷰5,감성점수,전체리뷰,정제단어문장,최종키워드
23025600,[응원상영] 킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,애니메이션,76 분,12세이상관람가,2023.04.05,니시나카즈키랑 사귀는 법 아시는 분,22세기에서 포옹하자,역시 베스트 10!! 또 봐도 또 봐도 너무 벅찰 정도로 너무 재밌게 봤습니다!!!,"사랑해요 완벽해요 소중해요
다시 태어나도 22세기에서 포옹하자",너무너무너무진짜좋아요,55.398,"니시나카즈키랑 사귀는 법 아시는 분 22세기에서 포옹하자 역시 베스트 10!! 또 봐도 또 봐도 너무 벅찰 정도로 너무 재밌게 봤습니다!!! 사랑해요 완벽해요 소중해요
다시 태어나도 22세기에서 포옹하자 너무너무너무진짜좋아요",태어나다 세기 세기 포옹 하다 아시 세기 세기 완벽하다 소중하다 포옹 하다 역시 사랑 하다 완벽하다 소중하다 다시 시나 사귀다 시나,"세기, 포옹, 시나, 소중하다, 완벽하다"
23025700,[응원상영] 프로메어+갈로&리오 특별 영상,애니메이션,132 분,15세이상관람가,2023.04.19,재관람 2화차 응원상영 신남,내 인생 최고의 영화!,최고의 영화.  추천합니다,"프로메어+갈로&리오 특별 영상

Promare",버니시는 자유다. 이것저것 보상하라.,52.802,"재관람 2화차 응원상영 신남 내 인생 최고의 영화! 최고의 영화.  추천합니다 프로메어+갈로&리오 특별 영상

Promare 버니시는 자유다. 이것저것 보상하라.",영화 추천 하다 응원 상영 신나다 버니 자유 추천 하다 프로 메다 버니 추천 하다 신나다 인생 화차 응원 상영 관람 화차 영상,"화차, 버니, 추천, 신나다, 응원"
23025800,[시네마캐슬] 하룻밤,드라마,123 분,15세이상관람가,2023.04.16,가족이라는 소재는 참 무궁무진한 이야기를 만들 수 있다는 걸 보여준 영화~,원작이 있음을 감안해도 간만에 정말 와닿았던 가족 영화.,껄렁껄렁한 사토....,오랜만에 본 일본영화,가정폭력과 가족 그 미래,58.356,가족이라는 소재는 참 무궁무진한 이야기를 만들 수 있다는 걸 보여준 영화~ 원작이 있음을 감안해도 간만에 정말 와닿았던 가족 영화. 껄렁껄렁한 사토.... 오랜만에 본 일본영화 가정폭력과 가족 그 미래,소재 무궁무진 일본 영화 가정폭력 가족 보여주다 영화 일본 영화 가정폭력 무궁무진 무궁무진 이야기 가정폭력 영화 원작 일본 영화,"무궁무진, 가정폭력, 일본, 영화, 원작"
23025900,[응원상영] 하이큐!! 땅 VS 하늘,애니메이션,45 분,전체관람가,2023.04.12,쿠로오 사랑해.. 아카아시 사랑해 보쿠토 사랑해,내용이 짜집기라서 아쉽지만 애들이 예쁩니다,최애가 쿠로오인 인간은 그냥 보다가 죽음.,정말 재밌게 잘 봤습니다,ㅋ쿠로오 리에프 사랑한다,54.69199999999999,쿠로오 사랑해.. 아카아시 사랑해 보쿠토 사랑해 내용이 짜집기라서 아쉽지만 애들이 예쁩니다 최애가 쿠로오인 인간은 그냥 보다가 죽음. 정말 재밌게 잘 봤습니다 ㅋ쿠로오 리에프 사랑한다,쿠로오 사랑 하다 쿠로오 인간 보쿠토 사랑 하다 사랑 하다 보쿠토 크다 사랑 하다 최애 쿠로오 사랑 하다 크다 쿠로오 쿠로오 크다,"쿠로오, 사랑, 크다, 보쿠토, 하다"
23026000,[응원상영] 하이큐!! 콘셉트의 싸움,애니메이션,88 분,12세이상관람가,2023.04.12,응원상영 재밌었어요!,응원상영이라서 더 재밌게 봤어요,그냥저냥 볼만합니다,♥♥♥♥.♥♥♥.♥♥♥,안녕 나의 낙원..,42.628,응원상영 재밌었어요! 응원상영이라서 더 재밌게 봤어요 그냥저냥 볼만합니다 ♥♥♥♥.♥♥♥.♥♥♥ 안녕 나의 낙원..,하다 안녕 하다 하다 안녕 안녕 낙원 낙원 응원 상영 재밌다 응원 상영 재밌다,"안녕, 낙원, 응원, 상영, 재밌다"
23026100,[시네마캐슬] 사쿠라,드라마,119 분,15세이상관람가,2023.04.01,"배우들의 연기는 나쁘지 않았는데,
연출이 이해가 안 가는 부분도 있었던 거 같아 조금 아쉬워요~~(ㅠ-ㅠ) 다음 작품에는 개선되길 바래봐요~~(^-^)",조긍아쉬운영상이네요  이것을 넷블이에서다시보니  조금아쉬운,배우들의 연기가 돋보이는 영화!!,각 인물들의 언행이나 흘러가는 스토리 모두 기괴한데 은근히 몰입되어 끝까지 눈을 뗄 수 없게 만드는 다소 이상한 작품이다.,"안타까운 가족 이야기, 그리고 사쿠라",53.514,"배우들의 연기는 나쁘지 않았는데,
연출이 이해가 안 가는 부분도 있었던 거 같아 조금 아쉬워요~~(ㅠ-ㅠ) 다음 작품에는 개선되길 바래봐요~~(^-^) 조긍아쉬운영상이네요  이것을 넷블이에서다시보니  조금아쉬운 배우들의 연기가 돋보이는 영화!! 각 인물들의 언행이나 흘러가는 스토리 모두 기괴한데 은근히 몰입되어 끝까지 눈을 뗄 수 없게 만드는 다소 이상한 작품이다. 안타까운 가족 이야기, 그리고 사쿠라",인물 언행 배우 연기 배우 연기 영화 인물 이상하다 작품 인물 연출 이해 돋보이다 영화 언행 흘러가다 언행,"언행, 인물, 배우, 연기, 돋보이다"
23026200,클로즈,드라마,104 분,12세이상관람가,2023.05.03,너무도 슬픈 이야기,배 아프다고 둘러대면서 우는 소년이 안타까웠다,사람은 애초부터 이기저개다,대사도 많지 않은데 배우들 연기가 참 좋았던,슬프고 또 슬픈 이야기ㅠ,55.10799999999999,너무도 슬픈 이야기 배 아프다고 둘러대면서 우는 소년이 안타까웠다 사람은 애초부터 이기저개다 대사도 많지 않은데 배우들 연기가 참 좋았던 슬프고 또 슬픈 이야기ㅠ,아프다 둘러대다 슬프다 애초 기저 사람 애초 둘러대다 둘러대다 울다 슬프다 슬프다 기저 대사도 이야기 아프다 배우 연기,"둘러대다, 슬프다, 기저, 애초, 아프다"
23026300,아머드 사우루스: 기계공룡제국의 침략,"애니메이션, 액션, 어드벤처",85 분,전체관람가,2023.04.20,새로운 이야기가 없음 아머드사우루스 본편 좋아해서 몇 번이나 정주행했고 영화 개봉한대서 기대 많이 했는데 기존 이야기 두서없는 편집본이라 매우 실망..,아이가 초1인데 좀 시시해 하긴 했는데 대체로 잘 만든 영화 같아요,재미있게 잘 봤어요 좋아요,니름 괜찮습니다 갑옷입은 공룡..,너무졸려서 중간에 나가고싶엇,29.718,새로운 이야기가 없음 아머드사우루스 본편 좋아해서 몇 번이나 정주행했고 영화 개봉한대서 기대 많이 했는데 기존 이야기 두서없는 편집본이라 매우 실망.. 아이가 초1인데 좀 시시해 하긴 했는데 대체로 잘 만든 영화 같아요 재미있게 잘 봤어요 좋아요 니름 괜찮습니다 갑옷입은 공룡.. 너무졸려서 중간에 나가고싶엇,영화 개봉 대서 머드 우루스 만들다 영화 개봉 대서 기대 시시하다 실망 아이 매우 실망 개봉 대서 편집 보다 매우 주행 하다 영화,"대서, 개봉, 실망, 매우, 우루스"
23026400,프리 철수 리,"다큐멘터리, 범죄",86 분,12세이상관람가,2023.10.18,후반부 화재사건 얘기만 좀 더 강조해서 극 영화로 만들어져도 좋을듯,다른 이들의 삶 속에 함께 스며드는 한 톨의 모래알 같이 살고 싶어했던 한 사람의 이야기,돌이킬 수 없는 그의 삶을 위로만 할 수밖에,지금이라도 우리가 알아야 하는 이야기,눈앞에 보이는 범죄를 저지르고도 뻔뻔하게 살아가는 판국에 무죄로 억울하게 감방에 가면 제정신으로 살아가기 힘들겠지?  정의가 살아있는 세상이길...,53.99,후반부 화재사건 얘기만 좀 더 강조해서 극 영화로 만들어져도 좋을듯 다른 이들의 삶 속에 함께 스며드는 한 톨의 모래알 같이 살고 싶어했던 한 사람의 이야기 돌이킬 수 없는 그의 삶을 위로만 할 수밖에 지금이라도 우리가 알아야 하는 이야기 눈앞에 보이는 범죄를 저지르고도 뻔뻔하게 살아가는 판국에 무죄로 억울하게 감방에 가면 제정신으로 살아가기 힘들겠지?  정의가 살아있는 세상이길...,영화로 만들어지다 힘들다 정의 정의 정의 살다 다른 모래알 정신 살아가다 강조 하다 영화로 만들어지다 스며들다,"정의, 만들어지다, 영화로, 모래알, 강조"
23027100,유랑지구2,SF,173 분,12세이상관람가,2023.05.10,아무정보 없이 본 영화 보고나서 집 에서 1편 찾아 봤다.이거 흥미롭고 재미있다.,그래 .너네 다 해먹어라,중국 영화네요 역시,이렇게까지 상영시간을 길게 만들 정도의 이야기는 아니였다고 생각합니다...,자국애 넘치는 영화군요,56.83,아무정보 없이 본 영화 보고나서 집 에서 1편 찾아 봤다.이거 흥미롭고 재미있다. 그래 .너네 다 해먹어라 중국 영화네요 역시 이렇게까지 상영시간을 길게 만들 정도의 이야기는 아니였다고 생각합니다... 자국애 넘치는 영화군요,넘치다 영화 영화 역시 영화 보다 생각 하다 자국 중국 영화 만들다 정도 아니다 생각 하다 생각 하다 영화 영화,"영화, 생각, 자국, 중국, 하다"
23027200,[애니 기획전] 마당을 나온 암탉,애니메이션,93 분,전체관람가,2023.04.05,8살 딸아이와 보러 간건데.. 둘다 울고불고ㅎㅎ 스토리 너무 감동적이었어요!!,가슴 깊이 울리는 모성애 이야기. 세월이지나도 바래지 않았다,"희생이란 주제로 유인해, 삶의 단일한 목적을 비춘 희극 ★★★☆ (3.5/5.0)",감동적이고 여운이 남아요 아이랑 봤어요,너무 감동적이고 잘 만든 영화라고 생각됩니다. 아이와 함께 잘 봤습니다. 감사합니다.,59.852,"8살 딸아이와 보러 간건데.. 둘다 울고불고ㅎㅎ 스토리 너무 감동적이었어요!! 가슴 깊이 울리는 모성애 이야기. 세월이지나도 바래지 않았다 희생이란 주제로 유인해, 삶의 단일한 목적을 비춘 희극 ★★★☆ (3.5/5.0) 감동적이고 여운이 남아요 아이랑 봤어요 너무 감동적이고 잘 만든 영화라고 생각됩니다. 아이와 함께 잘 봤습니다. 감사합니다.",희극 감동 희생 주제 않다 희생 목적 비추다 단일 목적 비추다 희극 희생 만들다 영화 감동 감동 여운,"희생, 비추다, 희극, 목적, 감동"
23027600,[ROH 오페라] 투란도트,공연,155 분,전체관람가,2023.04.24,"우리나라 사람이 남자 주인공이라, 응원하며 봤습니다.",그 유명한 투란도트. 넬순도르마.,너무 환상적인 시간이였어요,"베로나 오페라 페스티벌의 야외무대 공연과 여러모로 비교하면서 볼 수 있어서 무척 좋았습니다. 무대구성과 배우들의 연기, 연출까지 같은 듯 다른 무대를 경험할 수 있었어요!!",뛰어난 연출과 다양한 색감과 오감을 만족시키는 형태미~투란도트와 칼라프의 가찰력도 훌륭했다. 몰입력을 높이는 무대도 압도적이었다.,59.17999999999999,"우리나라 사람이 남자 주인공이라, 응원하며 봤습니다. 그 유명한 투란도트. 넬순도르마. 너무 환상적인 시간이였어요 베로나 오페라 페스티벌의 야외무대 공연과 여러모로 비교하면서 볼 수 있어서 무척 좋았습니다. 무대구성과 배우들의 연기, 연출까지 같은 듯 다른 무대를 경험할 수 있었어요!! 뛰어난 연출과 다양한 색감과 오감을 만족시키는 형태미~투란도트와 칼라프의 가찰력도 훌륭했다. 몰입력을 높이는 무대도 압도적이었다.",무대 성과 배우 환상 무대 성과 좋다 무대 성과 배우 연기 공연 모로 오감 만족 시키다 환상 시간 이다 태미 투란도트 환상,"성과, 환상, 무대, 투란도트, 오감"
23027700,무명,"스릴러, 액션",132 분,15세이상관람가,2023.04.26,양조위가 좋아서 선택했던 영화. 배우들도 스토리도 연출도 너무 좋았습니다 ^^,치고받는 호흡과 장면으로 표현된 긴장감,양조위 주연에 상하이 배경의 역사물이면 일단 봐야죠!,기대안하고 봤는데 재밌었어요 스토리나 배우들 연기도 넘 좋았고 연출도 넘 좋았음,둘의 호흡이 계속 좋아요.,53.95799999999999,양조위가 좋아서 선택했던 영화. 배우들도 스토리도 연출도 너무 좋았습니다 ^^ 치고받는 호흡과 장면으로 표현된 긴장감 양조위 주연에 상하이 배경의 역사물이면 일단 봐야죠! 기대안하고 봤는데 재밌었어요 스토리나 배우들 연기도 넘 좋았고 연출도 넘 좋았음 둘의 호흡이 계속 좋아요.,상하이 배경 호흡 장면 영화 배우 배경 역사 물이 주연 상하이 선택 하다 영화 역사 물이 일단 호흡 스토리 연출 대안 보다,"상하이, 호흡, 물이, 역사, 배경"
23027800,렌필드,"공포(호러), 코미디, 판타지",93 분,청소년관람불가,2023.04.19,니콜라스 케이지 나와서 봤다 진짜,헛웃음이 계속되면 그것 또한 진짜 웃음일지도...,그럭저럭... 재밌긴한데 뭔가 아쉽,그냥오락영화  니콜라스케이지오랜만에봄,sgdhdhvdsjsn,44.788,니콜라스 케이지 나와서 봤다 진짜 헛웃음이 계속되면 그것 또한 진짜 웃음일지도... 그럭저럭... 재밌긴한데 뭔가 아쉽 그냥오락영화  니콜라스케이지오랜만에봄 sgdhdhvdsjsn,니콜라스 케이 니콜라스 케이 케이 나오다 오락 영화 니콜라스 케이 니콜라스 케이 니콜라스 웃음 일지 재밌다,"니콜라스, 케이, 웃음, 일지, 오락"
23027900,항구의 니쿠코짱!,애니메이션,97 분,전체관람가,2023.04.27,감독님 싸인가지 받아서 정말 행복했습니다,니쿠코짱 덕분에 따뜻했다,"가장 행복했던 시기에 봤던 영화..몽글몽글 바닷가 풍경을
잊을 수가 없네요",흥미롭게 봤습니다 좋았어요,니쿠코짱이 귀엽다.,54.75599999999999,"감독님 싸인가지 받아서 정말 행복했습니다 니쿠코짱 덕분에 따뜻했다 가장 행복했던 시기에 봤던 영화..몽글몽글 바닷가 풍경을
잊을 수가 없네요 흥미롭게 봤습니다 좋았어요 니쿠코짱이 귀엽다.",바닷가 영화 풍경 잊다 바닷가 풍경 풍경 흥미롭다 보다 없다 흥미롭다 보다 영화 흥미롭다,"풍경, 흥미롭다, 바닷가, 잊다, 없다"
